STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,SEO,Socio-economic objectives,FUNDMODE,Funding mode,TRANSCOORD,Transnationally coordinated research,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,AUX_OBS_STATUS,Aux observation status,AUX_OBS_STATUS_2,Aux observation status 2,AUX_OBS_STATUS_3,Aux observation status 3,CONF_STATUS,Confidentiality status,UNIT_MULT,Unit multiplier,BASE_PER,Base Period,CURRENCY,Currency,DECIMALS,Decimals
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CAN,Canada,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2004,,6167.953422,,D,Definition differs,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CAN,Canada,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2003,,5904.313422,,D,Definition differs,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CAN,Canada,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2002,,5566.43092,,D,Definition differs,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CHL,Chile,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2017,,976.522002,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CHL,Chile,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2016,,936.821932,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CHL,Chile,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2015,,822.0600525,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CHL,Chile,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2014,,843.3145228,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CHL,Chile,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2013,,801.3878893,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CHL,Chile,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2012,,725.1116484,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CHL,Chile,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2011,,604.4013936,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CHL,Chile,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2021,,1063.220022,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CHL,Chile,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2020,,1018.592303,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CHL,Chile,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2019,,1027.97303,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2019,,560.9621557,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2018,,559.6608146,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2004,,179.2540738,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2003,,149.5962703,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2002,,157.6919786,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2001,,56.71673088,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2000,,28.67595431,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2017,,618.4437355,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2016,,508.9848328,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2015,,613.9558855,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2014,,531.9407843,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2013,,517.2108538,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2012,,287.3009008,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2011,,312.0914718,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2010,,407.2709764,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2009,,408.4487173,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2008,,336.5964342,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2007,,279.9381514,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2006,,223.4001255,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,COL,Colombia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2005,,171.2374809,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2015,,2151.014173,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2014,,2147.811657,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2000,,827.6487364,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1999,,679.6937297,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1998,,624.2550036,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1997,,585.2527005,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1996,,516.2192234,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2013,,2088.742502,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2012,,1966.573561,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2011,,1935.852383,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2010,,1652.882399,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2009,,1686.739889,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2008,,1472.299835,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2007,,1436.339902,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2006,,1270.076484,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2005,,1129.002858,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2004,,981.6809219,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2003,,947.0003071,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2002,,848.4439274,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2001,,878.0144121,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2023,,3011.380815,,P,Provisional value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2022,,3128.886551,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2021,,3188.795927,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2020,,3134.915379,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2019,,2960.382176,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2018,,2698.343869,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,CZE,Czechia,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2017,,2467.06993,,,,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,2000,,1135.660331,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1999,,1095.997135,,B,Time series break,E,Estimated value,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1985,,384.0609849,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1984,,346.0900568,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1983,,307.7762534,,B,Time series break,E,Estimated value,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1982,,267.1265212,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1981,,247.5016685,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1998,,988.2072058,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1997,,928.593025,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1996,,866.1463168,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1995,,769.5631521,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1994,,684.3082271,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1993,,659.8835604,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1992,,624.611354,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1991,,634.8174294,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
DATAFLOW,OECD.STI.STP:DSD_RDS_GOV@DF_GBARD_NABS07(1.0),Government budget allocations for R&D,I,DNK,Denmark,A,Annual,C,Government Allocations for R&D (GBARD),_T,Total,_T,Total,_Z,Not applicable,USD,US dollar,V,Current prices,1990,,663.6523449,,E,Estimated value,,,,,,,,,,,,,6,Millions,,,USD,US dollar,3,Three
